AE014295.3	0.002572767096472719
AE017263.1	0.007147537855169608
AP006841.1	0.004781739384080603
AP007281.1	0.005442720450106217
AP008955.1	0.0008505890706609359
AP008971.1	0.0037098250214242724
AP009256.1	0.0006578550175987335
AP009380.1	0.00125011365029696
AP012044.1	0.002621562794359946
AP012322.1	0.0021525434672387883
AP012330.1	0.00045108988436872235
AP013105.1	0.002126637392402816
AP018338.1	0.0068905158374722
AP019632.1	0.003568447808876364
AP019723.1	0.003220066712653919
AP019724.1	0.014787173033196925
AP019737.1	0.0034017635629271523
CP000033.3	0.007061848205115745
CP000139.1	0.0004068319225673926
CP000312.1	0.023086137600697224
CP000315.1	0.0055628960936389416
CP000352.1	0.0038899049383972935
CP000387.1	0.002331705910807381
CP000414.1	0.0025219398824507717
CP000721.1	0.0007746038848806554
CP000776.1	0.016984944818795297
CP000896.1	0.0031334361614290206
CP001681.1	0.003368531635507687
CP001708.1	0.0082223804752584
CP001720.1	0.0018126594037965486
CP001820.1	0.001267486627953193
CP001859.1	0.002464395847472883
CP002034.1	0.006732575989504969
CP002039.1	0.008307256026516123
CP002102.1	0.0014828571735711307
CP002122.1	0.020584545964765878
CP002123.1	0.004182528268324192
CP002160.1	0.0086912664111128
CP002209.1	0.0005949286566553468
CP002345.1	0.003188139190886713
CP002390.1	0.001515167515804892
CP002395.1	0.012547964230181325
CP002396.1	0.007461079143529067
CP002403.1	0.0012581049030413198
CP002409.1	0.006419677644513173
CP002530.1	0.042307146011870335
CP002544.1	0.005732994150453184
CP002589.1	0.004316794227892183
CP002628.1	0.006586322665594408
CP002667.1	0.0014237060672044033
CP002689.1	0.004341603383620946
CP002843.1	0.00065371283798154
CP003032.1	0.0017008862129586659
CP003046.1	0.005633075916128745
CP003274.1	0.007577299560203571
CP003346.1	0.0007698777354421152
CP003368.1	0.0002590019811115511
CP003369.1	0.012684122246915093
CP003502.1	0.004131030159330253
CP003503.1	0.0008809759861189996
CP003504.1	0.0010948740976824169
CP003860.1	0.0038117386868714207
CP004022.1	0.0012373628390876048
CP004357.1	0.00391129187261822
CP005079.1	0.003659286318436129
CP006820.1	0.007273610152450513
CP006828.1	0.01866918254833022
CP008724.1	0.002971813053642658
CP008816.1	0.0035153747050446554
CP009968.1	0.0018361374302378042
CP011217.1	0.0007380167055944057
CP011524.1	0.001377480914920045
CP011624.1	0.0006849665906623238
CP011914.1	0.0008803868671135065
CP012366.1	0.0036371590513343617
CP012801.1	0.0037630623900456314
CP014067.2	0.0024206594840454395
CP014201.1	0.0009331847257599356
CP014326.1	0.0017639867676190605
CP014702.1	0.003734992026859255
CP015379.1	0.010146998939455922
CP015406.1	0.008281729707355964
CP015898.1	0.0051267225204831915
CP017466.1	0.0018656469966715356
CP018763.1	0.015828423801060205
CP019645.1	0.007159153886993457
CP020358.1	0.00228991319614917
CP020566.1	0.0033744542222139172
CP021140.1	0.009047517596828447
CP021387.1	0.0038682957834648545
CP021427.1	0.006845275731661192
CP022412.2	0.005073398493992328
CP022413.2	0.003102948551112584
CP022459.1	0.0032554413658668524
CP022954.1	0.015008705535344847
CP022988.1	0.0005753280707269847
CP023174.1	0.0020721290837724055
CP024160.1	0.0027613589982407446
CP024676.1	0.003774633628503188
CP026084.1	0.0030141199781872617
CP026719.1	0.0010414676947443115
CP026729.1	0.007435674092009653
CP027394.1	0.005453835098170614
CP027570.1	0.008356142979535084
CP028102.1	0.003730645928488396
CP031703.1	0.003302016190660142
CP032739.1	0.0008794031906961599
CP033021.1	0.000997359487052847
CP034368.1	0.0014781895589498146
CP035166.1	0.0004984400710123794
CP035945.1	0.003307890036900657
CP039381.1	0.0008308722978886111
CP039849.1	0.007934623648199286
CP040431.1	0.00032156712780582233
CP040506.1	0.0015098459538580692
CP041230.1	0.0021828839785487364
CP041379.1	0.0006720430493623737
CP041395.1	0.0036883800254255356
CP042242.1	0.0006987767257618141
CP042383.1	0.002299491222889752
CP043003.1	0.005255765467205351
CP043845.1	0.003701415715152313
CP044492.1	0.004713069331084507
CP046801.1	0.006024457335343623
CP046802.1	0.003923175525383181
CU469464.1	0.0013841488062446468
FP565809.1	0.003265124267159281
FQ312002.1	0.0008180338286080378
FR773526.1	0.0011974309222472636
FR873481.1	0.0028279963345206873
HF545616.1	0.002979380092665556
HF545617.1	0.0008715565678186242
LR134275.1	0.00018224999682212682
LR134344.1	0.0012304845653698
LR134375.1	0.001075277799127812
LR134524.1	0.00185518044758512
LR135226.1	0.008187963489909012
LR215978.1	0.004483077919412536
LR215979.1	0.0028256645476585707
LR594036.1	0.005821231193322058
LR594040.1	0.005208296196312884
LR699004.1	0.009223123056576578
LR699012.1	0.0040694503795720115
LR699017.1	0.0036183553425971735
LS483344.1	0.0014584099129007404
LS483378.1	0.0004931812904323266
LS483403.1	0.00420419001818651
LT630450.1	0.0001558945327112574
LT906439.1	0.006842432391458155
NC_007761.1	0.008092328236003041
NC_007912.1	0.004834601956127942
NC_008531.1	0.0013373665815395713
NC_014151.1	0.003726025531218475
NC_014393.1	0.0058608300480513156
NC_016751.1	0.004161326015473638
NC_017470.1	0.002711036226437027
NC_019675.1	0.01161423195284212
NC_020506.1	0.0017174042299530692
NZ_AP020335.1	0.003506091314934453
NZ_AP025761.1	0.0004185808642122445
NZ_CP008876.1	0.002487652567679261
NZ_CP009247.1	0.008481939906622262
NZ_CP011253.3	0.003848266730460289
NZ_CP012898.1	0.00033678735109284475
NZ_CP013023.1	0.004405445023260231
NZ_CP013745.1	0.002994362276647262
NZ_CP014796.1	0.0010562452695560757
NZ_CP016503.1	0.012850061385046269
NZ_CP017146.1	0.004604295927190098
NZ_CP019419.1	0.0022385603532381697
NZ_CP019437.1	0.0017711585579058993
NZ_CP022219.1	0.004942599423883865
NZ_CP023697.1	0.006104643397154156
NZ_CP029197.1	0.0011516859716557467
NZ_CP031513.1	0.003635757954542808
NZ_CP033433.1	0.0016312501778749874
NZ_CP035494.1	0.0009450781262469671
NZ_CP035952.1	0.0006279256101698107
NZ_CP038197.1	0.007822832616883005
NZ_CP040710.1	0.006491536941956742
NZ_CP041166.1	0.004926563644292328
NZ_CP043428.1	0.0027359444490397296
NZ_CP045876.1	0.009389528558437873
NZ_CP054142.1	0.001106542781878315
NZ_CP060825.1	0.001066229536299358
NZ_CP065383.1	0.006669380484925235
NZ_CP068170.1	0.0013030316823031322
NZ_CP076458.1	0.0037045456220601313
NZ_CP081864.1	0.008548905665392013
NZ_CP086254.1	0.007152229080282535
NZ_CP106982.1	0.0029175517097171423
NZ_CP116967.1	0.02655099967962255
NZ_CP128647.1	0.0010415310769355467
NZ_CP129111.1	0.0012594524207638759
NZ_CP136051.1	0.00017197817764654508
NZ_CP137891.1	0.0011052656159467635
NZ_CP140161.1	0.00047995230703600726
NZ_CP145605.1	0.07078283521317985
NZ_CP156926.1	0.005019333720490946
NZ_CP158299.1	0.001013243921184575
NZ_CP173260.1	0.005468703564899834
NZ_CP174386.1	0.00048172421100859823
NZ_LS483376.1	0.004017100981288099
NZ_LS483423.1	0.032108536355886654
NZ_LS999839.1	0.00036620034186207967
NZ_OX443569.1	0.0053363652895588405
NZ_OZ026472.1	0.0034787947251057817
